id,premise,hypothesis,lang_abv,language,label
fd47d1a4de,"But when he was persuaded by divers means to help us, he gave up after one week, declaring it beyond his powers.",He decided it was too difficult because he was distracted by other topics.,en,English,1
29d1631c4e,The situation is even more disappointing.,Nard has a future.,hi,Hindi,2
bb2d130128,And it can continue until 20 years I think it is ridiculous,It only lasts a week.,vi,Vietnamese,2
ac6ea0eb92,"In addition to Muzavi, KSM is determined to be the two members of the two Akida organizations who attacked the candidate for the second wave of candidates, respectively,",The second wave of attacks will be aimed at the train station.,zh,Chinese,1
1022a0899b,"But if Clinton consents, censure and community service can proceed.",The censure will proceed even if Clinton opposes it.,en,English,2
a3ee377021,Today it is possible to walk through the old agora (marketplace) and stroll along Roman roads.,Walking through the old agora is a popular pastime.,en,English,1
946faaf408,"Finally, the FDA will conduct workshops, issue guidance manuals and videotapes, and hold teleconferences to aid small entities in complying with the rule.",The FDA is set to conduct workshops.,en,English,0
d9f9a41840,"Inflation is supposed to be a deadly poison, not a useful medicine.","Inflation is supposed to be poison, but economists are considering whether it might actually be useful.",en,English,1
af6a9e064b,"I am glad she wasn't, said Jon.",Jon was sad that she wasn't happy.,en,English,1
7707148fa1,"Often the only person who can treat Kada de Morira is the Golindira, the old lady.",Curanderas is also influenza treatment.,ar,Arabic,1
06ceab0371,Don't you remember? Today we're going to auntie Basia's birthday party.',"We are going to Aunt Basia's birthday party at the restaurant today, remember?",en,English,1
3abfb2dbf8,"It will be COLOSSAL!""",It will be the biggest ever.,en,English,1
9892be07dc,"On Fox News Sunday , host Tony Snow touted a poll showing that 60 percent of Americans think the allegations represent a pattern of behavior.",Tony Snow touted a poll showing that 60 percent of Americans think the allegations represent a pattern of behavior.,en,English,0
7e74126dce,"2.5 Financial audits are performed under the American Institute of Certified Public Accountants' (AICPA) generally accepted auditing standards for field work and reporting, as well as the related AICPA Statements on Auditing Standards (SASs) which interpret the standards and provide guidance on conducting such work.",The AICPA is the American Institute of Certified Public Accountants.,en,English,0
9302b82901,and i'm pretty happy with it so far,I am content so far.,en,English,0
2ba6e02099,"You know, it's probably about twenty because of, I don't know, twenty for six, something like that, and it is incredible what you can, you know how many plants you can plant there",It has many more plants than you think.,es,Spanish,0
627898b900,"The 37 hectares (91 acres) of garden are set on lands above the Wag Wag River, which twists through a steep and narrow valley.",The Wag Wag River was named as such because it resembles a dog's tail.,en,English,1
c4fe496ea6,"Unlike other non -profit theater in the city, our actors are living from their crafts.",There is a theater that does not hope for more than one place in the city.,th,Thai,0
39bc889253,Tuppence rose.,Tuppence remained seated.,en,English,2
91882cf69d,"The concept of the school moment, although only conceptualizing at that time, provides some of the fruitful interest in doing alcohol interventions in emergency wards.",There is some reason to make an alcohol intervention in the emergency room while the patient is still drunk.,bg,Bulgarian,1
5e9432dd8d,"'Dave Hanson, to whom nothing was impossible.' Well, we have a nearly impossible task: a task of engineering and building.",This engineering task won't be very difficult to complete.,en,English,2
25b4a10dc7,The situation is even more disappointing.,Reading is disappointing.,hi,Hindi,0
6b095fdb9e,The political cleansing that did not happen through the impeachment process leaves Clinton with a great and serious burden.,There was no such instance of political cleansing.,en,English,2
c626564650,I mustn't keep you.,It would be too risky to keep you.,en,English,1
459dd734dc,Be forewarned that the download takes quite a while via modem.,This will take a long time to download onto your computer if you have a modem.,en,English,0
14e9827bee,The discharge of section 8 is ordered for this incorrigible FXXXUP company.,This person is released.,fr,French,1
b586a0113f,"Look, there's a legend here.",The legend returns from his adventures here.,en,English,1
55a77c3af0,We always knew it was an outside chance.,"As we were well aware, the odds were not favorable.",en,English,0
3a84750834,"Hmm-Huh, it's okay. Goodbye.",Let's continue talking,th,Thai,2
189cc3c975,"Membership included between thirty -fifty adult men in shape (called Moradas) and divided into two regular members, called Hermanos Disciplantes (brothers whom they punish), and officials, called Hermanos de Luz (brother of light).",These units were responsible for turning indigenous people into Central America.,sw,Swahili,1
62e076bafc,he was he's of course uh i guess he's trained in this uh martial arts of some sort but the plot was bland the acting was bland It was just mostly centered upon his abilities to,He trained in martial arts but the plot was boring.,en,English,0
be3b12257d,It is nice to be reminded that people remember.,No one cared or remembered.,en,English,2
83bd7f991a,"The main location and shopping is the elegant Passeig de Groacia. The image of the Barcelona of Champs D'Elysee and the people who travel- Rambla de Catalunya, the upper part of La Rambla.",Shopping prices in these areas are slightly higher than other nearby areas.,th,Thai,1
7befe1a9fb,"A lot of lies, God knows, and I can demonstrate it.",I could try the falsehoods that were present in transactions.,es,Spanish,0
1eef53312e,"Only two lost, we have three aircraft there, and, the test phase.",Many ships were gone.,ur,Urdu,0
c016b0910e,The census of 1931 served as an alarm signal for the Malay national consciousness.,There was a census in June of 1931.,en,English,1
f3b65ba001,"Anyway, it came to ... we had ..., I don't remember the exact numbers.",I don't remember how much we had.,bg,Bulgarian,0
145eec465e,"The first ladies club, a vindictive comedy about three abandoned wives, raised more in its first weekend than any other women's film in history.","First Wives Club is a love movie with a happy ending, a romantic film of enduring love when marrying his first boyfriend.",es,Spanish,2
7608758277,i ripped the ligaments in my right ankle,"ever since i injured my right ankle, i can't put weight on it",en,English,1
1dfe810ae2,"Through the Web site, a total of 1,634 associates donated nearly $200,000 to Legal Aid in 2002.","1,634 associates gave money to Legal Aid through their GoFundMe site.",en,English,1
ad4ac3cea3,The rugged mountains of Sera de Tramunatana have some rapid landing points in the sea that are used only as a port of a port and the bank of any shape.,The mountains have landslides for continuous ports that are not easily made.,hi,Hindi,1
